#ortholog	function	species_a	species_b
ENOG410V7SM	Tubulin tyrosine ligase-like family, member 5	ENSPTRP00000011141	GB18671-PA
ENOG410VCHW	exportin 1, CRM1 homolog (yeast)	ENSPTRP00000040879	GB15620-PA
ENOG410VCHR	homeobox	ENSPTRP00000032498, ENSPTRP00000015904	GB13491-PA
ENOG410VCHS	transmembrane 7 superfamily member 2	ENSPTRP00000003438, ENSPTRP00000006658	GB18680-PA
ENOG410VCHX	Geranylgeranyl diphosphate synthase 1	ENSPTRP00000003599	GB18686-PA
ENOG410VCHG	cell division cycle 6 homolog (S. cerevisiae)	ENSPTRP00000015543	GB14936-PA
ENOG410VCHA	Derlin 1	ENSPTRP00000035139	GB12102-PA, GB13689-PA
ENOG410VCHB	ADP-ribosylation factor-like 6 interacting protein 1	ENSPTRP00000013352	GB17422-PA
ENOG410VCHC	Chromosome 7 open reading frame 60	ENSPTRP00000040865	GB10651-PA
ENOG410VCHM	UDP-Gal betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5	ENSPTRP00000053952	GB14395-PA
ENOG410VCH6	Proteasome (Prosome, macropain) 26S subunit, ATPase, 4	ENSPTRP00000018835	GB19878-PA
ENOG410VCH3	dimethylarginine dimethylaminohydrolase 1	ENSPTRP00000001579	GB14636-PA
ENOG410VCH8	Coatomer protein complex subunit alpha	ENSPTRP00000002599	GB14108-PA
ENOG410VCH9	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity)	ENSPTRP00000008765	GB13099-PA
ENOG410V7N6	HEAT repeat containing 6	ENSPTRP00000016092	GB13114-PA
ENOG410V81E	Ribosomal protein L4	ENSPTRP00000017826	GB11146-PA
ENOG410V81Q	Netrin 1	ENSPTRP00000014909, ENSPTRP00000013075	GB10844-PA
ENOG410V81R	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member	ENSPTRP00000003951, ENSPTRP00000051117	GB18059-PA
ENOG410V81S	UDP-glucuronate decarboxylase 1	ENSPTRP00000021099	GB13760-PA
ENOG410V81U	FtsJ homolog 3 (E. coli)	ENSPTRP00000016175	GB12712-PA
ENOG410V81V	Exocyst complex component 5	ENSPTRP00000046511	GB19909-PA
ENOG410V81W	RAB18, member RAS oncogene family	ENSPTRP00000039982	GB13271-PA
ENOG410V819	General transcription factor IIH, polypeptide 4, 52kDa	ENSPTRP00000030616	GB10106-PA
ENOG410V810	phospholipase B domain containing	ENSPTRP00000009316, ENSPTRP00000008062	GB19793-PA
ENOG410V813	wings apart-like homolog (Drosophila)	ENSPTRP00000050569	GB10281-PA
ENOG410V814	inositol polyphosphate-5-phosphatase, 72 kDa	ENSPTRP00000054166	GB11376-PA
ENOG410VCSF	Malonyl-CoA decarboxylase	ENSPTRP00000014340	GB12048-PA
ENOG410VCS1	family with sequence similarity 96, member B	ENSPTRP00000014017	GB13044-PA
ENOG410V5BA	CWF19-like 1, cell cycle control (S. pombe)	ENSPTRP00000004994	GB10744-PA
ENOG410V5BT	nuclear receptor subfamily 2, group E, member 1	ENSPTRP00000031550	GB20053-PA, GB17775-PA
ENOG410V5BV	Dual specificity protein phosphatase	ENSPTRP00000008976, ENSPTRP00000025876, ENSPTRP00000047213	GB10863-PA
ENOG410V5BX	ankyrin-repeat and fibronectin type III domain containing 1	ENSPTRP00000016016	GB17897-PA
ENOG410V5B4	Lysophosphatidylcholine acyltransferase	ENSPTRP00000013861, ENSPTRP00000028663	GB11725-PA
ENOG410V5B5	SIX homeobox	ENSPTRP00000010878, ENSPTRP00000020407	GB15213-PA
ENOG410WFWR	ADAMTS-like	ENSPTRP00000049427, ENSPTRP00000012633	GB16503-PA
ENOG410WFWP	ADAM metallopeptidase with thrombospondin type 1, motif	ENSPTRP00000027755, ENSPTRP00000030092	GB19091-PA, GB18514-PA
ENOG410V9UZ	Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration (By similarity)	ENSPTRP00000010257	GB16073-PA
ENOG410V9UQ	DNA-directed RNA polymerase	ENSPTRP00000020836	GB12611-PA
ENOG410V9UP	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)	ENSPTRP00000000924	GB10351-PA
ENOG410V9US	RNA binding motif protein 18	ENSPTRP00000036445	GB18916-PA
ENOG410V9UT	Polyribonucleotide nucleotidyltransferase 1	ENSPTRP00000020501	GB17887-PA
ENOG410V9UW	regulatory associated protein of MTOR, complex 1	ENSPTRP00000016590	GB11644-PA
ENOG410V9UI	Mannosidase alpha class	ENSPTRP00000012758, ENSPTRP00000048125, ENSPTRP00000017983	GB13626-PA, GB10547-PA, GB19751-PA
ENOG410V9UM	C. elegans	ENSPTRP00000034938, ENSPTRP00000040938, ENSPTRP00000033473, ENSPTRP00000008790	GB17137-PA
ENOG410V9UN	MYST Esa1-associated factor 6	ENSPTRP00000000965	GB17492-PA
ENOG410V9UA	G protein-coupled receptor 84	ENSPTRP00000008575	GB11487-PA
ENOG410V9UC	creatine kinase, mitochondrial	ENSPTRP00000046472, ENSPTRP00000011963	GB15550-PA
ENOG410V9UD	MAK16 homolog (S. cerevisiae)	ENSPTRP00000034497	GB19214-PA
ENOG410V9UF	polymerase (DNA directed), delta 2, accessory subunit	ENSPTRP00000048023	GB19933-PA, GB14234-PA
ENOG410V9U1	additional sex combs like 2 (Drosophila)	ENSPTRP00000020153	GB11002-PA, GB17316-PA
ENOG410V9U2	coiled-coil domain containing 40	ENSPTRP00000016562	GB13336-PA
ENOG410V9U6	determination of left/right symmetry	ENSPTRP00000017166	GB10548-PA
ENOG410VEV4	tRNA methyltransferase 6 homolog (S. cerevisiae)	ENSPTRP00000022686	GB15969-PA
ENOG410VEV0	sulfite oxidase	ENSPTRP00000044418	GB19854-PA
ENOG410VEV2	autophagy related 13	ENSPTRP00000006164	GB15867-PA
ENOG410VEVV	RING finger protein 14	ENSPTRP00000047147	GB15902-PA
ENOG410VKBX	Transmembrane protein 167A	ENSPTRP00000060862	GB14050-PA
ENOG410VKBC	bolA homolog 1 (E. coli)	ENSPTRP00000002104	GB17438-PA
ENOG410V5XI	s-phase kinase-associated protein	ENSPTRP00000060053	GB18508-PA
ENOG410V5XN	casein kinase	ENSPTRP00000030673	GB12504-PA
ENOG410V5XV	ankyrin repeat, family A (RFXANK-like), 2	ENSPTRP00000029085	GB15915-PA
ENOG410V5XT	Phosphate cytidylyltransferase 1, choline	ENSPTRP00000037300	GB10130-PA
ENOG410V5XZ	phospholipase C	ENSPTRP00000006581, ENSPTRP00000022705, ENSPTRP00000000093, ENSPTRP00000055062, ENSPTRP00000022088, ENSPTRP00000022713, ENSPTRP00000051483, ENSPTRP00000025314, ENSPTRP00000011810, ENSPTRP00000026773, ENSPTRP00000021834	GB14619-PA, GB19621-PA, GB14007-PA, GB16555-PA, GB30513-PA
ENOG410V5X3	Catalytic subunit of the molybdopterin synthase complex, a complex that catalyzes the conversion of precursor Z into molybdopterin. Acts by mediating the incorporation of 2 sulfur atoms from thiocarboxylated MOCS2A into precursor Z to generate a dithiolene group	ENSPTRP00000028888	GB10538-PA
ENOG410V5X0	mitogen-activated protein kinase	ENSPTRP00000024313, ENSPTRP00000030916, ENSPTRP00000053615, ENSPTRP00000030915, ENSPTRP00000025056	GB15606-PA, GB15499-PA
ENOG410V5X1	Myosin IXb	ENSPTRP00000058528, ENSPTRP00000012382	GB13249-PA
ENOG410V5X5	Proteasome (Prosome, macropain) inhibitor subunit 1 (PI31)	ENSPTRP00000022517	GB11336-PA
ENOG410VAU1	Valyl-tRNA synthetase	ENSPTRP00000056402, ENSPTRP00000030618	GB11017-PA
ENOG410VAU0	Castor zinc finger 1	ENSPTRP00000000263	GB16237-PA
ENOG410VAU3	cactin, spliceosome C complex subunit	ENSPTRP00000017458	GB13677-PA
ENOG410VAU7	Neurolysin (Metallopeptidase M3 family)	ENSPTRP00000028990	GB13595-PA
ENOG410VAU9	Sarcalumenin	ENSPTRP00000058273	GB16742-PA
ENOG410VAU8	POU class 2 homeobox	ENSPTRP00000018974, ENSPTRP00000007518, ENSPTRP00000051579	GB16262-PA
ENOG410VAUA	MMS19 nucleotide excision repair homolog (S. cerevisiae)	ENSPTRP00000004925	GB16580-PA
ENOG410VAUB	LEM domain containing	ENSPTRP00000030842, ENSPTRP00000008804	GB19600-PA
ENOG410VAUG	ADP-ribosylation-like factor 6 interacting protein 5	ENSPTRP00000026062	GB15184-PA
ENOG410VAUU	lysosomal-associated membrane protein 1	ENSPTRP00000053314	GB16169-PA
ENOG410VAUW	cathepsin	ENSPTRP00000044896, ENSPTRP00000051294, ENSPTRP00000048532	GB16903-PA
ENOG410VAUV	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)	ENSPTRP00000025426	GB17468-PA
ENOG410VB0I	Coiled-coil domain containing 51	ENSPTRP00000025682	GB15997-PA
ENOG410VCED	Zinc finger, CW type with PWWP domain 1	ENSPTRP00000056497	GB10038-PA
ENOG410V7GT	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)	ENSPTRP00000011599	GB14903-PA
ENOG410V7GB	spastic paraplegia 11 (autosomal recessive)	ENSPTRP00000011993	GB16160-PA
ENOG410VCTF	centrosomal protein 104kDa	ENSPTRP00000000126	GB18519-PA
ENOG410VFMK	immature colon carcinoma transcript 1	ENSPTRP00000016360	GB16961-PA
ENOG410V5K7	glutaredoxin, cysteine rich 1	ENSPTRP00000057705	GB11664-PA
ENOG410V5K1	Serologically defined colon cancer antigen 3	ENSPTRP00000046911	GB16877-PA
ENOG410V5K0	lysine (K)-specific demethylase	ENSPTRP00000003106, ENSPTRP00000056131, ENSPTRP00000038793	GB11303-PA
ENOG410V5KZ	Cleft lip and palate associated transmembrane protein 1	ENSPTRP00000019103, ENSPTRP00000046382	GB16225-PA, GB20025-PA
ENOG410V5KW	Macrophage erythroblast attacher	ENSPTRP00000027258	GB11347-PA
ENOG410V5KV	Junctophilin	ENSPTRP00000053372, ENSPTRP00000053135, ENSPTRP00000059066	GB18443-PA
ENOG410V5KU	guanine nucleotide binding protein (G protein), beta	ENSPTRP00000026924, ENSPTRP00000033383, ENSPTRP00000045189	GB15307-PA
ENOG410V5KR	IQ motif containing GTPase activating protein	ENSPTRP00000048301, ENSPTRP00000051711, ENSPTRP00000012743	GB12265-PA
ENOG410V5KI	UDP-N-acteylglucosamine pyrophosphorylase	ENSPTRP00000002677, ENSPTRP00000048622	GB13472-PA
ENOG410V5KD	Sperm antigen with calponin homology and coiled-coil domains	ENSPTRP00000015151, ENSPTRP00000059318	GB17698-PA
ENOG410V57G	zyg-11 homolog B (C. elegans)	ENSPTRP00000001279	GB15111-PA
ENOG410V57F	DnaJ (Hsp40) homolog, subfamily B, member 11	ENSPTRP00000050902	GB15525-PA
ENOG410V57E	ATP-binding cassette, subfamily B (MDR TAP), member	ENSPTRP00000032398, ENSPTRP00000033133, ENSPTRP00000021540, ENSPTRP00000045311	GB13224-PA
ENOG410V57J	collagen, type IV, alpha	ENSPTRP00000047139, ENSPTRP00000058373, ENSPTRP00000010247	GB14564-PB, GB30064-PA
ENOG410V57H	coiled-coil and C2 domain containing	ENSPTRP00000052318, ENSPTRP00000018044	GB18196-PA
ENOG410V57M	ATPase, H transporting, lysosomal 42kDa, V1 subunit	ENSPTRP00000057103, ENSPTRP00000058391	GB11380-PA
ENOG410V57R	Neuroguidin, EIF4E binding protein	ENSPTRP00000044588	GB11024-PA
ENOG410V57Q	MON1 homolog	ENSPTRP00000025790, ENSPTRP00000014292	GB15481-PA
ENOG410V57P	forkhead box	ENSPTRP00000010661	GB14416-PA
ENOG410V57W	Quiescin Q6 sulfhydryl oxidase	ENSPTRP00000036896, ENSPTRP00000002902	GB11873-PA
ENOG410V57Z	Mediator complex subunit	ENSPTRP00000057287, ENSPTRP00000009333	GB17361-PA
ENOG410V57Y	Gamma-aminobutyric acid (GABA) A receptor	ENSPTRP00000027573, ENSPTRP00000027574, ENSPTRP00000027579, ENSPTRP00000011675, ENSPTRP00000038563, ENSPTRP00000029894, ENSPTRP00000029892	GB10798-PA, GB11033-PA
ENOG410V57X	tropomodulin	ENSPTRP00000012098, ENSPTRP00000002175, ENSPTRP00000040338, ENSPTRP00000012097	GB15450-PA
ENOG410V573	RGP1 retrograde golgi transport homolog (S. cerevisiae)	ENSPTRP00000035783	GB18091-PA
ENOG410V571	Phospholipase A2-activating protein	ENSPTRP00000035626	GB14172-PA
ENOG410V570	palmitoyl-protein thioesterase 2	ENSPTRP00000030749	GB11628-PA
ENOG410V575	Rho GTPase activating protein	ENSPTRP00000007230, ENSPTRP00000029677, ENSPTRP00000028317, ENSPTRP00000037773	GB14228-PA
ENOG410VA86	NADH dehydrogenase ubiquinone flavoprotein 2	ENSPTRP00000016775	GB17038-PA
ENOG410VA84	Sorting nexin 29	ENSPTRP00000039308	GB12251-PA
ENOG410VA83	TNF receptor-associated factor 3 interacting protein 1	ENSPTRP00000048573	GB16759-PA
ENOG410VA8F	mitochondrial ribosomal protein L15	ENSPTRP00000034687	GB14192-PA
ENOG410VA8G	Chromosome 2 open reading frame 18	ENSPTRP00000020175	GB16019-PA
ENOG410VA8C	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)	ENSPTRP00000031668, ENSPTRP00000061203	GB18227-PA
ENOG410VA8K	growth differentiation factor	ENSPTRP00000008614, ENSPTRP00000021778	GB30542-PA
ENOG410VA8I	Minichromosome maintenance complex component 5	ENSPTRP00000024625	GB12920-PA
ENOG410VA8W	mitogen-activated protein kinase 8 interacting protein 3	ENSPTRP00000040605, ENSPTRP00000053801	GB15356-PA
ENOG410VA8U	GPN-loop GTPase 3	ENSPTRP00000009237	GB17623-PA
ENOG410VA8S	ADP-ribosylation factor-like	ENSPTRP00000058328	GB18495-PA
ENOG410VA8X	Multifunctional protein that plays a central role in the cellular response to oxidative stress. The two major activities of APEX1 in DNA repair and redox regulation of transcriptional factors. Functions as a apurinic apyrimidinic (AP) endodeoxyribonuclease in the DNA base excision repair (BER) pathway of DNA lesions induced by oxidative and alkylating agents. Initiates repair of AP sites in DNA by catalyzing hydrolytic incision of the phosphodiester backbone immediately adjacent to the damage, generating a single-strand break with 5'-deoxyribose phosphate and 3'-hydroxyl ends. Does also incise at AP sites in the DNA strand of DNA RNA hybrids, single-stranded DNA regions of R-loop structures, and single-stranded RNA molecules. Has a 3'-5' exoribonuclease activity on mismatched deoxyribonucleotides at the 3' termini of nicked or gapped DNA molecules during short-patch BER. Possesses a DNA 3' phosphodiesterase activity capable of removing lesions (such as phosphoglycolate) blocking the 3' side of DNA strand breaks. May also play a role in the epigenetic regulation of gene expression by participating in DNA demethylation. Acts as a loading factor for POLB onto non-incised AP sites in DNA and stimulates the 5'-terminal deoxyribose 5'- phosphate (dRp) excision activity of POLB. Plays a role in the protection from granzymes-mediated cellular repair leading to cell death. Also involved in the DNA cleavage step of class switch recombination (CSR). On the other hand, APEX1 also exerts reversible nuclear redox activity to regulate DNA binding affinity and transcriptional activity of transcriptional factors by controlling the redox status of their DNA-binding domain, such as the FOS JUN AP-1 complex after exposure to IR. Involved in calcium-dependent down-regulation of parathyroid hormone (PTH) expression by binding to negative calcium response elements (nCaREs). Together with HNRNPL or the dimer XRCC5 XRCC6, associates with nCaRE, acting as an activator of transcriptional repression. Stimulates the YBX1-mediated MDR1 promoter activity, when acetylated at Lys-6	ENSPTRP00000010344	GB16522-PA
ENOG410VA8Y	solute carrier family 45 member	ENSPTRP00000028771	GB14010-PA
ENOG410V932	Berardinelli-Seip congenital lipodystrophy 2 (seipin)	ENSPTRP00000006499	GB19769-PA
ENOG410V931	rho GTPase activating protein	ENSPTRP00000011730	GB18911-PA
ENOG410V934	vacuolar protein sorting 8 homolog (S. cerevisiae)	ENSPTRP00000027011	GB13796-PA
ENOG410V93G	hydroxylase	ENSPTRP00000005946, ENSPTRP00000008883, ENSPTRP00000009118, ENSPTRP00000005608	GB18494-PA, GB11755-PA, GB15303-PA
ENOG410V93I	mitochondrial ribosome recycling factor	ENSPTRP00000046978	GB13420-PA
ENOG410V93M	Elongation factor, RNA polymerase II	ENSPTRP00000029254, ENSPTRP00000018273	GB16966-PA
ENOG410VI1M	Jumping translocation breakpoint	ENSPTRP00000002303	GB14856-PA
ENOG410V6N1	sh2 domain containing	ENSPTRP00000001675, ENSPTRP00000036571	GB17258-PA
ENOG410V6N7	LMBR1 domain containing 2	ENSPTRP00000028798	GB16375-PA
ENOG410V6N6	signal transducer and activator of transcription	ENSPTRP00000015668, ENSPTRP00000008702	GB18923-PA
ENOG410V6N5	Nucleoside diphosphate kinase	ENSPTRP00000015997, ENSPTRP00000009382	GB17251-PA
ENOG410V6N8	BUD31 homolog (S. cerevisiae)	ENSPTRP00000033279	GB11160-PA
ENOG410V6NC	Testis expressed 2	ENSPTRP00000016202	GB14563-PA
ENOG410V6NA	General transcription factor IIF, polypeptide 1	ENSPTRP00000017625	GB30294-PA, GB15264-PA
ENOG410V6NG	poly(A) binding protein, cytoplasmic	ENSPTRP00000023243, ENSPTRP00000041427, ENSPTRP00000039458	GB11055-PA
ENOG410V6NE	solute carrier family 4	ENSPTRP00000034034, ENSPTRP00000022153, ENSPTRP00000027745, ENSPTRP00000049088, ENSPTRP00000040507, ENSPTRP00000008462, ENSPTRP00000025365, ENSPTRP00000015769	GB11471-PA, GB19698-PA
ENOG410V6NK	DnaJ (Hsp40) homolog, subfamily C, member 12	ENSPTRP00000004391	GB18301-PA
ENOG410V6NJ	POU class 6 homeobox	ENSPTRP00000008452, ENSPTRP00000032636	GB15643-PA
ENOG410V6NI	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	ENSPTRP00000039960	GB18026-PA
ENOG410V6NH	lin-9 homolog (C. elegans)	ENSPTRP00000051097	GB16458-PA
ENOG410V6NN	RNA binding motif, single stranded interacting protein	ENSPTRP00000061214, ENSPTRP00000025374, ENSPTRP00000008683	GB17349-PA
ENOG410V6NR	Hydroxymethylbilane synthase	ENSPTRP00000007486	GB15699-PA
ENOG410V6NP	ribosomal protein S7	ENSPTRP00000016378	GB15602-PA
ENOG410V6NW	protein tyrosine phosphatase, receptor type, N	ENSPTRP00000048736	GB10559-PA
ENOG410V6NV	PhosphoLipase D family member	ENSPTRP00000003665, ENSPTRP00000040387	GB17393-PA
ENOG410V6NT	Specifically deglycosylates the denatured form of N- linked glycoproteins in the cytoplasm and assists their proteasome-mediated degradation. Cleaves the beta-aspartyl- glucosamine (GlcNAc) of the glycan and the amide side chain of Asn, converting Asn to Asp. Prefers proteins containing high- mannose over those bearing complex type oligosaccharides. Can recognize misfolded proteins in the endoplasmic reticulum that are exported to the cytosol to be destroyed and deglycosylate them, while it has no activity toward native proteins. Deglycosylation is a prerequisite for subsequent proteasome-mediated degradation of some, but not all, misfolded glycoproteins	ENSPTRP00000025357	GB14220-PA
ENOG410V6NZ	2-oxoglutarate and iron-dependent oxygenase domain containing 3	ENSPTRP00000044063	GB11546-PA
ENOG410V6NX	neuromedin U receptor	ENSPTRP00000029793, ENSPTRP00000022274	GB18327-PA, GB11169-PA, GB12896-PA, GB18762-PA
ENOG410VBQD	SUMO1 sentrin specific peptidase	ENSPTRP00000026176, ENSPTRP00000031374	GB11925-PA, GB11473-PA
ENOG410VBQK	chromosome 6 open reading frame 136	ENSPTRP00000030598	GB16124-PA
ENOG410VBQT	Protein arginine methyltransferase	ENSPTRP00000007773	GB10121-PA
ENOG410VBQQ	ankyrin repeat and death domain containing	ENSPTRP00000029112, ENSPTRP00000051421	GB10556-PA
ENOG410VBQY	BRCA1 associated protein	ENSPTRP00000009271	GB14072-PA
ENOG410VBQ7	Serine threonine kinase 36	ENSPTRP00000022091	GB10754-PA
ENOG410VBQ1	RCE1 homolog, prenyl protein protease (S. cerevisiae)	ENSPTRP00000006786	GB20088-PA
ENOG410VD0R	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	ENSPTRP00000016173	GB17427-PA
ENOG410VD0Q	Charged multivesicular body protein	ENSPTRP00000034862, ENSPTRP00000022993	GB15628-PA
ENOG410V4UQ	Sulfotransferase	ENSPTRP00000041782, ENSPTRP00000051789, ENSPTRP00000021107, ENSPTRP00000027718, ENSPTRP00000013657, ENSPTRP00000027719, ENSPTRP00000053654, ENSPTRP00000021109	GB18436-PA, GB19181-PA, GB30045-PA
ENOG410V4T1	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member	ENSPTRP00000008410, ENSPTRP00000016180, ENSPTRP00000034052	GB19354-PA
ENOG410V4TR	ribosomal RNA processing 7 homolog A (S. cerevisiae)	ENSPTRP00000024905	GB12435-PA
ENOG410V4TG	LIM domains containing 1	ENSPTRP00000025578, ENSPTRP00000052777, ENSPTRP00000018514	GB11453-PA
ENOG410WH7N	neural cell adhesion molecule	ENSPTRP00000058793	GB14520-PA
ENOG410WH7P	sidekick cell adhesion molecule 2	ENSPTRP00000016310	GB14317-PA
ENOG410WH7S	down syndrome cell adhesion molecule	ENSPTRP00000007420	GB15987-PA
ENOG410WH7X	CSRP2 binding protein	ENSPTRP00000022781	GB10364-PA
ENOG410VB7Z	COMM domain containing 3	ENSPTRP00000058223	GB13187-PA
ENOG410VB78	coiled-coil domain containing 130	ENSPTRP00000018029	GB10193-PA
ENOG410VB79	transmembrane and ubiquitin-like domain containing 1	ENSPTRP00000047550	GB12469-PA
ENOG410V6K0	DDB1- and CUL4-associated factor	ENSPTRP00000010508	GB16891-PA
ENOG410VF82	RING finger protein 25	ENSPTRP00000022090	GB19184-PA
ENOG410VF8Q	Chromosome 22 open reading frame 23	ENSPTRP00000024725	GB19947-PA
ENOG410VF8U	chromosome 4 open reading frame 22	ENSPTRP00000053561	GB15430-PA
ENOG410VF8T	Biliverdin reductase B (Flavin reductase (NADPH))	ENSPTRP00000018866	GB14539-PA
ENOG410WIS3	CDC42 binding protein kinase beta (DMPK-like)	ENSPTRP00000011507	GB13531-PA
ENOG410VBFF	Chaperonin containing Tcp1, subunit 3 (Gamma)	ENSPTRP00000051719	GB10800-PA
ENOG410VBFD	Ubiquitin specific peptidase	ENSPTRP00000028273	GB19771-PA
ENOG410VBFA	alpha-amylase	ENSPTRP00000061174	GB18312-PA
ENOG410VBFM	cofactor of BRCA1	ENSPTRP00000045698	GB13532-PA
ENOG410VBFH	WD repeat domain	ENSPTRP00000044148, ENSPTRP00000042880	GB12744-PA
ENOG410VBFV	Coatomer protein complex, subunit epsilon	ENSPTRP00000018293	GB10258-PA
ENOG410VBFS	replication termination factor 2 domain containing 1	ENSPTRP00000023482	GB19069-PA
ENOG410VBFQ	zinc finger protein 207	ENSPTRP00000059174	GB16439-PA
ENOG410VBF6	glutamine synthetase	ENSPTRP00000002925	GB10139-PA
ENOG410VBF4	N(alpha)-acetyltransferase 20, NatB catalytic subunit	ENSPTRP00000022806	GB13955-PA
ENOG410VBF1	Na K transporting ATPase interacting	ENSPTRP00000031701, ENSPTRP00000000793	GB14991-PA
ENOG410VBF8	anaphase promoting complex subunit 7	ENSPTRP00000046009	GB13555-PA
ENOG410V4DC	Dipeptidase	ENSPTRP00000014096, ENSPTRP00000014092	GB19934-PA, GB18409-PA, GB17941-PA
ENOG410V506	thyrotropin-releasing hormone receptor	ENSPTRP00000053080	GB13260-PA
ENOG410V50J	DEAD (Asp-Glu-Ala-Asp) box	ENSPTRP00000014178, ENSPTRP00000014172, ENSPTRP00000007601	GB11621-PA
ENOG410V50H	Zinc finger, DHHC-type containing	ENSPTRP00000014373, ENSPTRP00000025567	GB13322-PA
ENOG410V50N	abl-interactor 2	ENSPTRP00000021935, ENSPTRP00000015922	GB16071-PA
ENOG410V50R	protein tyrosine phosphatase receptor type	ENSPTRP00000059822, ENSPTRP00000008867, ENSPTRP00000008079, ENSPTRP00000006218	GB18351-PB
ENOG410V50V	coenzyme Q2 homolog, prenyltransferase (yeast)	ENSPTRP00000027882	GB16212-PA
ENOG410V50W	isocitrate dehydrogenase 3 (NAD ) alpha	ENSPTRP00000012542	GB19422-PA
ENOG410V6ZG	Ubiquitin domain containing	ENSPTRP00000004928, ENSPTRP00000029940	GB15244-PA
ENOG410VHKC	ATP synthase H transporting mitochondrial F1 complex delta subunit	ENSPTRP00000017323	GB17255-PA
ENOG410VHKA	RAB interacting factor	ENSPTRP00000003113	GB16248-PA
ENOG410VHKD	suppressor of Ty 4 homolog 1 (S. cerevisiae)	ENSPTRP00000016051	GB16091-PA
ENOG410VHKE	Histone H2A	ENSPTRP00000030451, ENSPTRP00000008065, ENSPTRP00000030389	GB18954-PA
ENOG410VHKQ	ribosomal protein L28	ENSPTRP00000019789	GB13975-PA
ENOG410VHK2	vitamin K epoxide reductase complex subunit	ENSPTRP00000013718	GB17854-PA
ENOG410VHK6	Ribosomal protein	ENSPTRP00000039366	GB10913-PA
ENOG410VHK7	mitochondrial ribosomal protein, L14	ENSPTRP00000031126	GB10521-PA
ENOG410VHK4	cytoChrome c oxidase subunit	ENSPTRP00000012474	GB15816-PA
ENOG410VN7S	polymerase (DNA-directed), epsilon 4, accessory subunit	ENSPTRP00000020772	GB14025-PA
ENOG410V4D8	Ring finger protein	ENSPTRP00000019996, ENSPTRP00000030327	GB12134-PA
ENOG410V8FH	Family with sequence similarity 160, member	ENSPTRP00000005751, ENSPTRP00000028349	GB13974-PA
ENOG410V8FK	family with sequence similarity 214, member	ENSPTRP00000035759, ENSPTRP00000058527	GB19397-PA
ENOG410V8FJ	Ubiquitin exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked	ENSPTRP00000050925	GB18235-PA, GB19365-PA, GB16469-PA
ENOG410V8FD	Serine arginine repetitive matrix 2	ENSPTRP00000013089	GB19076-PA
ENOG410V8FF	Splicing factor proline	ENSPTRP00000037845, ENSPTRP00000009686, ENSPTRP00000000916	GB18173-PA
ENOG410V8FA	Oxysterol-binding protein	ENSPTRP00000026414, ENSPTRP00000047065, ENSPTRP00000025379	GB14806-PA
ENOG410V8FC	serine threonine kinase 10	ENSPTRP00000005139, ENSPTRP00000029935	GB30032-PA, GB13124-PA
ENOG410V8FZ	FAD-dependent oxidoreductase domain containing 1	ENSPTRP00000007612	GB13228-PA
ENOG410V8FU	ArfGAP with GTPase domain, ankyrin repeat and PH domain	ENSPTRP00000008756, ENSPTRP00000042988, ENSPTRP00000044405, ENSPTRP00000034042	GB17177-PA
ENOG410V8FW	fibroblast growth factor receptor substrate	ENSPTRP00000008838, ENSPTRP00000031029	GB15763-PA
ENOG410V8FV	Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	ENSPTRP00000036274	GB13934-PA
ENOG410V8FQ	serine threonine kinase 16	ENSPTRP00000045362	GB15152-PA
ENOG410V8FP	activating signal cointegrator 1 complex subunit	ENSPTRP00000031510, ENSPTRP00000020959	GB15157-PA, GB17221-PA
ENOG410V8FR	G patch domain containing 1	ENSPTRP00000018493	GB13987-PA
ENOG410V8F9	Family with sequence similarity 46, member	ENSPTRP00000000697, ENSPTRP00000001992, ENSPTRP00000047353, ENSPTRP00000059430	GB15285-PA
